Scene	IoU	Acc	PR
fern	0.9749163364493079	0.9965604528848578
fortress	0.9849361704438605	0.9977315202241981
horns	0.9556794283722011	0.9922542555951095
leaves	0.9713307359936013	0.9984533076050934
orchids	0.9171289957395663	0.985802348845917
room	0.9839836118026069	0.9977607517713498
fork	0.8915773090190534	0.9955672083648275
pinecone	0.9358290362789127	0.9919019211075762
Truck	0.9682684744504348	0.9895977021408734
lego_real_night_radial	0.8844285040601608	0.9963150610898399
mean	0.9468078602609706	0.9941944529629643

