Scene	IoU	Acc	PR
fern	0.9741471367714316	0.9964544228185103
fortress	0.9849146740720527	0.9977277709290652
horns	0.9558865826672033	0.9922919722946922
leaves	0.9714351322158825	0.9984592632162078
orchids	0.9168712758667398	0.985780806020968
room	0.9836515064774206	0.9976654373733835
fork	0.8912351592808632	0.9955423446181593
pinecone	0.9366123676945471	0.9920663502727571
Truck	0.9679584805616195	0.9894486518191389
lego_real_night_radial	0.8873751419860869	0.9964365139283898
mean	0.9470087457593849	0.9941873533291273

